id,wkt
,"POLYGON ((21.65269775390625 11.147792932010878, 21.629640090390126 10.913684545591524, 21.561353192919793 10.68857281317277, 21.450461288669302 10.481108652387356, 21.301225891330105 10.299264794587021, 21.119382033529774 10.150029397247824, 20.911917872744358 10.039137492997334, 20.686806140325604 9.970850595527002, 20.45269775390625 9.947792932010879, 20.218589367486896 9.970850595527002, 19.993477635068142 10.039137492997334, 19.78601347428273 10.150029397247824, 19.604169616482395 10.299264794587021, 19.454934219143194 10.481108652387356, 19.344042314892707 10.68857281317277, 19.275755417422374 10.913684545591526, 19.25269775390625 11.14779293201088, 19.275755417422374 11.381901318430232, 19.344042314892707 11.607013050848987, 19.454934219143198 11.814477211634403, 19.604169616482395 11.996321069434737, 19.78601347428273 12.145556466773934, 19.993477635068146 12.256448371024423, 20.2185893674869 12.324735268494756, 20.452697753906254 12.347792932010877, 20.686806140325608 12.324735268494754, 20.91191787274436 12.25644837102442, 21.119382033529774 12.14555646677393, 21.30122589133011 11.996321069434732, 21.450461288669306 11.814477211634397, 21.561353192919796 11.607013050848982, 21.629640090390126 11.381901318430227, 21.65269775390625 11.147792932010878))"
,POINT (22.25653076171875 4.803140161106157)
,"POLYGON ((23.45653076171875 4.803140161106157, 23.433473098202626 4.5690317746868025, 23.365186200732293 4.343920042268049, 23.254294296481802 4.136455881482634, 23.105058899142605 3.9546120236822997, 22.923215041342274 3.8053766263431026, 22.715750880556858 3.6944847220926125, 22.490639148138104 3.62619782462228, 22.25653076171875 3.6031401611061566, 22.022422375299396 3.62619782462228, 21.797310642880642 3.6944847220926125, 21.58984648209523 3.8053766263431026, 21.408002624294895 3.9546120236822997, 21.258767226955694 4.136455881482634, 21.147875322705207 4.343920042268049, 21.079588425234874 4.569031774686803, 21.05653076171875 4.803140161106158, 21.079588425234874 5.037248547525512, 21.147875322705207 5.262360279944266, 21.258767226955698 5.469824440729681, 21.408002624294895 5.651668298530015, 21.58984648209523 5.800903695869212, 21.797310642880646 5.911795600119702, 22.0224223752994 5.9800824975900335, 22.256530761718754 6.003140161106157, 22.490639148138108 5.980082497590033, 22.71575088055686 5.911795600119699, 22.923215041342274 5.800903695869209, 23.10505889914261 5.651668298530011, 23.254294296481806 5.469824440729676, 23.365186200732296 5.262360279944261, 23.433473098202626 5.037248547525506, 23.45653076171875 4.803140161106157))"
,POINT (22.25653076171875 4.80328369140625)
,"POLYGON ((23.45653076171875 4.80328369140625, 23.433473098202626 4.569175304986896, 23.365186200732293 4.3440635725681425, 23.254294296481802 4.136599411782727, 23.105058899142605 3.954755553982393, 22.923215041342274 3.8055201566431958, 22.715750880556858 3.6946282523927056, 22.490639148138104 3.6263413549223733, 22.25653076171875 3.60328369140625, 22.022422375299396 3.6263413549223733, 21.797310642880642 3.6946282523927056, 21.58984648209523 3.8055201566431958, 21.408002624294895 3.954755553982393, 21.258767226955694 4.136599411782727, 21.147875322705207 4.3440635725681425, 21.079588425234874 4.569175304986897, 21.05653076171875 4.803283691406251, 21.079588425234874 5.037392077825605, 21.147875322705207 5.262503810244359, 21.258767226955698 5.469967971029774, 21.408002624294895 5.651811828830108, 21.58984648209523 5.801047226169305, 21.797310642880646 5.911939130419795, 22.0224223752994 5.980226027890127, 22.256530761718754 6.00328369140625, 22.490639148138108 5.980226027890126, 22.71575088055686 5.911939130419793, 22.923215041342274 5.8010472261693025, 23.10505889914261 5.6518118288301045, 23.254294296481806 5.469967971029769, 23.365186200732296 5.262503810244354, 23.433473098202626 5.037392077825599, 23.45653076171875 4.80328369140625))"
,POINT (23.36669921875 4.80328369140625)
,"POLYGON ((24.56669921875 4.80328369140625, 24.543641555233876 4.569175304986896, 24.475354657763543 4.3440635725681425, 24.364462753513052 4.136599411782727, 24.215227356173855 3.954755553982393, 24.033383498373524 3.8055201566431958, 23.825919337588108 3.6946282523927056, 23.600807605169354 3.6263413549223733, 23.36669921875 3.60328369140625, 23.132590832330646 3.6263413549223733, 22.907479099911892 3.6946282523927056, 22.70001493912648 3.8055201566431958, 22.518171081326145 3.954755553982393, 22.368935683986944 4.136599411782727, 22.258043779736457 4.3440635725681425, 22.189756882266124 4.569175304986897, 22.16669921875 4.803283691406251, 22.189756882266124 5.037392077825605, 22.258043779736457 5.262503810244359, 22.368935683986948 5.469967971029774, 22.518171081326145 5.651811828830108, 22.70001493912648 5.801047226169305, 22.907479099911896 5.911939130419795, 23.13259083233065 5.980226027890127, 23.366699218750004 6.00328369140625, 23.600807605169358 5.980226027890126, 23.82591933758811 5.911939130419793, 24.033383498373524 5.8010472261693025, 24.21522735617386 5.6518118288301045, 24.364462753513056 5.469967971029769, 24.475354657763546 5.262503810244354, 24.543641555233876 5.037392077825599, 24.56669921875 4.80328369140625))"
,POINT (23.36669921875 2.58428955078125)
,"POLYGON ((24.56669921875 2.58428955078125, 24.543641555233876 2.350181164361896, 24.475354657763543 2.1250694319431425, 24.364462753513052 1.9176052711577274, 24.215227356173855 1.735761413357393, 24.033383498373524 1.5865260160181958, 23.825919337588108 1.4756341117677059, 23.600807605169354 1.4073472142973735, 23.36669921875 1.38428955078125, 23.132590832330646 1.4073472142973735, 22.907479099911892 1.4756341117677059, 22.70001493912648 1.5865260160181958, 22.518171081326145 1.7357614133573929, 22.368935683986944 1.9176052711577274, 22.258043779736457 2.1250694319431425, 22.189756882266124 2.3501811643618966, 22.16669921875 2.584289550781251, 22.189756882266124 2.818397937200605, 22.258043779736457 3.043509669619359, 22.368935683986948 3.250973830404774, 22.518171081326145 3.4328176882051085, 22.70001493912648 3.5820530855443056, 22.907479099911896 3.6929449897947952, 23.13259083233065 3.7612318872651267, 23.366699218750004 3.78428955078125, 23.600807605169358 3.761231887265126, 23.82591933758811 3.6929449897947926, 24.033383498373524 3.582053085544302, 24.21522735617386 3.432817688205104, 24.364462753513056 3.250973830404769, 24.475354657763546 3.0435096696193535, 24.543641555233876 2.8183979372005994, 24.56669921875 2.58428955078125))"
,POINT (22.25653076171875 2.58428955078125)
,"POLYGON ((23.45653076171875 2.58428955078125, 23.433473098202626 2.350181164361896, 23.365186200732293 2.1250694319431425, 23.254294296481802 1.9176052711577274, 23.105058899142605 1.735761413357393, 22.923215041342274 1.5865260160181958, 22.715750880556858 1.4756341117677059, 22.490639148138104 1.4073472142973735, 22.25653076171875 1.38428955078125, 22.022422375299396 1.4073472142973735, 21.797310642880642 1.4756341117677059, 21.58984648209523 1.5865260160181958, 21.408002624294895 1.7357614133573929, 21.258767226955694 1.9176052711577274, 21.147875322705207 2.1250694319431425, 21.079588425234874 2.3501811643618966, 21.05653076171875 2.584289550781251, 21.079588425234874 2.818397937200605, 21.147875322705207 3.043509669619359, 21.258767226955698 3.250973830404774, 21.408002624294895 3.4328176882051085, 21.58984648209523 3.5820530855443056, 21.797310642880646 3.6929449897947952, 22.0224223752994 3.7612318872651267, 22.256530761718754 3.78428955078125, 22.490639148138108 3.761231887265126, 22.71575088055686 3.6929449897947926, 22.923215041342274 3.582053085544302, 23.10505889914261 3.432817688205104, 23.254294296481806 3.250973830404769, 23.365186200732296 3.0435096696193535, 23.433473098202626 2.8183979372005994, 23.45653076171875 2.58428955078125))"
,POINT (22.25653076171875 4.803140161106157)
,"POLYGON ((23.45653076171875 4.803140161106157, 23.433473098202626 4.5690317746868025, 23.365186200732293 4.343920042268049, 23.254294296481802 4.136455881482634, 23.105058899142605 3.9546120236822997, 22.923215041342274 3.8053766263431026, 22.715750880556858 3.6944847220926125, 22.490639148138104 3.62619782462228, 22.25653076171875 3.6031401611061566, 22.022422375299396 3.62619782462228, 21.797310642880642 3.6944847220926125, 21.58984648209523 3.8053766263431026, 21.408002624294895 3.9546120236822997, 21.258767226955694 4.136455881482634, 21.147875322705207 4.343920042268049, 21.079588425234874 4.569031774686803, 21.05653076171875 4.803140161106158, 21.079588425234874 5.037248547525512, 21.147875322705207 5.262360279944266, 21.258767226955698 5.469824440729681, 21.408002624294895 5.651668298530015, 21.58984648209523 5.800903695869212, 21.797310642880646 5.911795600119702, 22.0224223752994 5.9800824975900335, 22.256530761718754 6.003140161106157, 22.490639148138108 5.980082497590033, 22.71575088055686 5.911795600119699, 22.923215041342274 5.800903695869209, 23.10505889914261 5.651668298530011, 23.254294296481806 5.469824440729676, 23.365186200732296 5.262360279944261, 23.433473098202626 5.037248547525506, 23.45653076171875 4.803140161106157))"
,POINT (20.27752685546875 4.478473755597804)
,"POLYGON ((21.47752685546875 4.478473755597804, 21.454469191952626 4.24436536917845, 21.386182294482293 4.0192536367596965, 21.275290390231802 3.8117894759742814, 21.126054992892605 3.629945618173947, 20.944211135092274 3.48071022083475, 20.736746974306858 3.3698183165842597, 20.511635241888104 3.3015314191139273, 20.27752685546875 3.278473755597804, 20.043418469049396 3.3015314191139273, 19.818306736630642 3.3698183165842597, 19.61084257584523 3.48071022083475, 19.428998718044895 3.629945618173947, 19.279763320705694 3.8117894759742814, 19.168871416455207 4.0192536367596965, 19.100584518984874 4.244365369178451, 19.07752685546875 4.478473755597805, 19.100584518984874 4.712582142017159, 19.168871416455207 4.937693874435913, 19.279763320705698 5.145158035221328, 19.428998718044895 5.327001893021662, 19.61084257584523 5.476237290360859, 19.818306736630646 5.587129194611349, 20.0434184690494 5.655416092081681, 20.277526855468754 5.678473755597804, 20.511635241888108 5.65541609208168, 20.73674697430686 5.587129194611347, 20.944211135092274 5.4762372903608565, 21.12605499289261 5.3270018930216585, 21.275290390231806 5.145158035221323, 21.386182294482296 4.937693874435908, 21.454469191952626 4.712582142017153, 21.47752685546875 4.478473755597804))"
,POINT (20.27752685546875 4.478515625)
,"POLYGON ((21.47752685546875 4.478515625, 21.454469191952626 4.244407238580646, 21.386182294482293 4.0192955061618925, 21.275290390231802 3.8118313453764774, 21.126054992892605 3.629987487576143, 20.944211135092274 3.4807520902369458, 20.736746974306858 3.3698601859864556, 20.511635241888104 3.3015732885161233, 20.27752685546875 3.278515625, 20.043418469049396 3.3015732885161233, 19.818306736630642 3.3698601859864556, 19.61084257584523 3.4807520902369458, 19.428998718044895 3.629987487576143, 19.279763320705694 3.8118313453764774, 19.168871416455207 4.0192955061618925, 19.100584518984874 4.244407238580647, 19.07752685546875 4.478515625000001, 19.100584518984874 4.712624011419355, 19.168871416455207 4.937735743838109, 19.279763320705698 5.145199904623524, 19.428998718044895 5.327043762423858, 19.61084257584523 5.476279159763055, 19.818306736630646 5.587171064013545, 20.0434184690494 5.655457961483877, 20.277526855468754 5.678515625, 20.511635241888108 5.655457961483876, 20.73674697430686 5.587171064013543, 20.944211135092274 5.4762791597630525, 21.12605499289261 5.3270437624238545, 21.275290390231806 5.145199904623519, 21.386182294482296 4.937735743838104, 21.454469191952626 4.712624011419349, 21.47752685546875 4.478515625))"
,POINT (21.3551025390625 4.478515625)
,"POLYGON ((22.5551025390625 4.478515625, 22.532044875546376 4.244407238580646, 22.463757978076043 4.0192955061618925, 22.352866073825552 3.8118313453764774, 22.203630676486355 3.629987487576143, 22.021786818686024 3.4807520902369458, 21.814322657900608 3.3698601859864556, 21.589210925481854 3.3015732885161233, 21.3551025390625 3.278515625, 21.120994152643146 3.3015732885161233, 20.895882420224392 3.3698601859864556, 20.68841825943898 3.4807520902369458, 20.506574401638645 3.629987487576143, 20.357339004299444 3.8118313453764774, 20.246447100048957 4.0192955061618925, 20.178160202578624 4.244407238580647, 20.1551025390625 4.478515625000001, 20.178160202578624 4.712624011419355, 20.246447100048957 4.937735743838109, 20.357339004299448 5.145199904623524, 20.506574401638645 5.327043762423858, 20.68841825943898 5.476279159763055, 20.895882420224396 5.587171064013545, 21.12099415264315 5.655457961483877, 21.355102539062504 5.678515625, 21.589210925481858 5.655457961483876, 21.81432265790061 5.587171064013543, 22.021786818686024 5.4762791597630525, 22.20363067648636 5.3270437624238545, 22.352866073825556 5.145199904623519, 22.463757978076046 4.937735743838104, 22.532044875546376 4.712624011419349, 22.5551025390625 4.478515625))"
,POINT (21.3551025390625 3.042480468750001)
,"POLYGON ((22.5551025390625 3.042480468750001, 22.532044875546376 2.808372082330647, 22.463757978076043 2.5832603499118933, 22.352866073825552 2.3757961891264783, 22.203630676486355 2.1939523313261438, 22.021786818686024 2.0447169339869466, 21.814322657900608 1.9338250297364568, 21.589210925481854 1.8655381322661244, 21.3551025390625 1.842480468750001, 21.120994152643146 1.8655381322661244, 20.895882420224392 1.9338250297364568, 20.68841825943898 2.0447169339869466, 20.506574401638645 2.1939523313261438, 20.357339004299444 2.3757961891264783, 20.246447100048957 2.5832603499118933, 20.178160202578624 2.8083720823306475, 20.1551025390625 3.0424804687500018, 20.178160202578624 3.276588855169356, 20.246447100048957 3.5017005875881098, 20.357339004299448 3.709164748373525, 20.506574401638645 3.8910086061738594, 20.68841825943898 4.040244003513056, 20.895882420224396 4.151135907763546, 21.12099415264315 4.219422805233878, 21.355102539062504 4.242480468750001, 21.589210925481858 4.219422805233877, 21.81432265790061 4.1511359077635435, 22.021786818686024 4.040244003513053, 22.20363067648636 3.891008606173855, 22.352866073825556 3.70916474837352, 22.463757978076046 3.5017005875881044, 22.532044875546376 3.2765888551693503, 22.5551025390625 3.042480468750001))"
,POINT (20.27752685546875 3.042480468750001)
,"POLYGON ((21.47752685546875 3.042480468750001, 21.454469191952626 2.808372082330647, 21.386182294482293 2.5832603499118933, 21.275290390231802 2.3757961891264783, 21.126054992892605 2.1939523313261438, 20.944211135092274 2.0447169339869466, 20.736746974306858 1.9338250297364568, 20.511635241888104 1.8655381322661244, 20.27752685546875 1.842480468750001, 20.043418469049396 1.8655381322661244, 19.818306736630642 1.9338250297364568, 19.61084257584523 2.0447169339869466, 19.428998718044895 2.1939523313261438, 19.279763320705694 2.3757961891264783, 19.168871416455207 2.5832603499118933, 19.100584518984874 2.8083720823306475, 19.07752685546875 3.0424804687500018, 19.100584518984874 3.276588855169356, 19.168871416455207 3.5017005875881098, 19.279763320705698 3.709164748373525, 19.428998718044895 3.8910086061738594, 19.61084257584523 4.040244003513056, 19.818306736630646 4.151135907763546, 20.0434184690494 4.219422805233878, 20.277526855468754 4.242480468750001, 20.511635241888108 4.219422805233877, 20.73674697430686 4.1511359077635435, 20.944211135092274 4.040244003513053, 21.12605499289261 3.891008606173855, 21.275290390231806 3.70916474837352, 21.386182294482296 3.5017005875881044, 21.454469191952626 3.2765888551693503, 21.47752685546875 3.042480468750001))"
